X6,X12,X24,X26,X30,X35,X49,X55,X60,X68,X97,X7,X21,X51,X53,X57,X77,X82,X99,X14,X47,X64,X70,X85,X16,X54,X66,X98,X80,X93,X95,X75,X92,X3,X17,X36,X40,X5,X42,X52,X58,X100,X2,X34,X76,X61,X62,X13,X31,X72,X74,X10,X27,X59,X69,X89,X45,X81,X88,X90,X22,X28,X29,X41,X63,X96,X9,X20,X37,X78,X33,X44,X87,X18,X83,X94,X1,X11,X50,X56,X65,X4,X19,X38,X86,X91,X15,X25,X43,X67,X8,X46,X71,X73,X32,X48,X79,X39,X23,X84
1,3,2,0,2,0,1,1,1,0,2,2,3,1,1,1,2,2,0,0,1,1,0,0,0,1,1,2,0,1,0,1,2,0,1,1,1,1,1,1,3,1,1,1,1,0,2,1,1,1,1,1,1,3,0,2,0,3,0,1,1,1,2,0,1,1,3,3,2,1,1,0,1,0,0,3,1,1,2,0,0,0,2,1,3,3,0,0,2,0,0,0,1,0,0,2,0,1,0,1
1,1,1,0,2,2,2,0,1,0,2,2,0,2,0,1,3,3,1,1,0,1,1,1,0,1,0,0,2,1,2,0,2,0,1,0,1,2,1,1,3,2,0,1,1,1,1,1,0,1,1,0,2,1,0,0,2,3,0,1,1,2,0,2,2,3,3,2,2,1,1,1,1,2,1,3,0,1,2,3,0,1,1,1,0,1,0,1,0,3,1,3,0,0,1,1,2,1,1,0
1,0,2,0,0,2,2,1,2,0,1,2,2,2,0,1,1,3,0,0,0,0,1,0,2,0,0,0,1,1,0,2,2,0,3,0,1,1,0,1,0,0,0,0,0,1,2,2,0,1,0,1,1,1,0,2,1,0,0,2,1,2,2,0,0,0,3,3,0,1,1,0,1,2,0,1,0,1,1,0,0,1,0,0,3,3,1,3,2,3,3,3,0,1,0,2,2,1,0,0
0,3,2,0,1,2,2,0,1,0,1,3,0,1,0,1,3,2,1,1,1,1,2,0,2,1,0,1,1,2,1,3,1,1,1,2,1,0,0,0,1,3,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,3,1,3,1,1,0,1,2,2,1,3,0,1,2,2,1,1,3,1,0,1,1,0,1,3,2,0,1,3,1,0,0,0,1,1
0,2,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,2,1,0,0,1,1,1,2,0,0,2,0,1,2,1,1,1,2,0,0,1,0,0,3,0,0,1,0,1,1,2,0,0,0,0,1,3,1,2,0,2,2,0,2,0,0,2,2,2,0,0,1,1,0,1,1,0,1,3,0,1,2,2,1,1,1,1,3,1,1,2,1,2,1,1,0,1,0,2,2,0,0,0
1,3,1,0,1,0,2,0,0,0,0,1,0,1,1,0,0,0,2,1,0,1,0,1,2,0,0,3,0,3,2,3,2,0,1,0,1,1,1,0,2,0,0,1,1,1,1,3,0,1,1,1,0,2,1,1,2,3,0,1,1,2,0,0,1,2,3,0,1,0,1,1,1,2,0,1,0,0,0,0,1,2,1,1,2,3,1,0,0,2,3,2,0,2,1,1,0,1,1,1
0,1,0,0,2,2,0,0,2,0,3,1,0,1,0,1,2,2,2,1,1,0,0,0,0,0,1,1,0,3,2,1,2,1,0,0,2,2,0,0,2,2,0,1,1,1,3,3,1,1,1,1,0,1,1,2,0,3,1,1,1,2,1,1,1,0,1,2,1,0,1,0,2,2,1,2,1,0,0,3,0,2,3,1,1,3,0,3,1,2,2,3,1,3,0,0,2,0,0,0
0,3,1,0,2,0,2,1,1,1,2,1,0,1,0,0,3,2,1,1,1,1,1,1,0,1,1,1,0,0,0,2,2,1,2,2,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,2,0,1,2,0,1,1,1,1,1,1,1,0,1,1,2,1,0,1,0,0,0,0,1,2,0,2,1,2,0,1,2,3,0,1,0,2,0,0,1,2,0,2,2,0,0,0
1,3,1,0,0,2,1,0,2,0,1,1,0,1,1,1,1,2,3,1,1,0,0,0,0,0,1,2,0,3,2,0,2,0,2,0,2,2,0,1,3,2,0,1,0,1,2,1,0,1,1,0,1,2,0,2,2,0,0,0,2,1,1,1,1,3,3,3,2,1,1,1,1,2,1,2,0,2,1,1,0,2,1,1,0,1,1,1,1,3,1,3,0,0,0,1,1,0,1,1
1,0,2,0,2,2,2,0,1,0,1,2,0,1,0,1,3,1,3,0,1,1,0,0,0,1,1,3,0,1,0,3,2,0,1,0,2,2,0,1,2,0,1,0,0,1,2,3,0,0,1,0,0,3,1,1,2,0,0,0,1,2,1,1,2,2,2,3,1,1,0,0,1,2,1,2,0,1,0,0,1,0,0,1,3,3,0,2,2,1,0,1,0,3,0,2,0,1,0,1
0,0,2,0,2,0,2,0,1,0,0,1,2,1,0,0,0,1,2,1,0,1,0,1,2,1,1,2,0,1,1,2,0,1,1,1,1,0,1,0,3,1,0,0,1,0,2,2,0,0,0,0,0,2,0,2,1,2,0,0,2,1,1,0,1,1,2,1,2,1,1,0,3,0,0,1,0,0,2,0,1,1,0,1,3,3,0,2,0,0,1,2,1,1,0,1,2,0,0,0
1,3,1,0,0,2,2,0,0,0,0,2,3,1,0,1,2,0,1,1,1,1,1,0,2,1,0,2,0,3,0,3,2,1,1,1,0,2,1,0,1,2,0,1,0,0,0,0,0,0,1,1,1,0,1,2,1,0,0,0,1,2,0,0,1,2,3,3,2,0,1,0,2,0,0,3,1,1,1,2,1,1,3,1,2,1,0,1,1,1,3,2,1,0,1,1,1,1,0,1
1,1,0,0,2,2,2,0,1,0,3,2,0,2,0,0,3,2,0,1,1,1,1,1,0,1,1,3,2,2,1,1,0,0,0,1,2,2,2,1,2,0,0,0,0,0,3,2,1,0,1,0,2,0,1,2,0,3,2,2,2,1,2,1,2,3,3,3,0,1,1,1,1,0,1,1,1,2,1,1,1,2,3,0,1,2,1,2,0,1,3,2,0,3,1,1,2,0,0,1
0,3,1,0,2,2,1,1,1,0,0,2,0,1,0,1,1,0,3,1,0,0,0,0,0,1,1,1,1,0,0,3,2,1,1,2,1,1,1,0,1,3,1,1,1,0,0,2,0,1,0,1,1,2,0,2,1,0,2,0,1,1,0,2,1,1,3,1,2,1,1,0,1,2,0,1,0,0,0,2,1,1,3,1,2,0,0,1,2,2,1,2,0,1,1,1,1,1,0,1
1,1,1,0,2,2,1,1,2,0,3,1,3,2,1,1,3,2,1,1,1,0,1,1,0,1,0,3,0,2,0,2,2,0,1,0,2,1,2,1,2,0,0,0,1,1,2,2,0,1,0,0,2,3,1,0,2,1,1,0,0,2,1,1,0,3,2,0,0,1,0,0,1,1,1,0,0,1,2,2,1,0,2,1,1,3,1,1,0,0,2,1,0,2,0,2,1,1,0,1
1,3,2,0,2,2,1,0,2,0,3,2,2,1,0,0,2,2,0,0,1,1,2,1,1,0,1,3,1,1,0,0,2,0,2,0,2,2,0,1,2,3,0,1,1,1,2,1,0,1,1,1,1,1,1,0,1,2,2,1,2,0,2,2,1,2,2,2,2,0,1,0,1,1,0,2,1,0,0,0,0,0,3,1,0,3,0,0,2,1,2,3,1,0,0,0,2,1,0,1
0,3,2,0,1,1,0,1,2,0,0,1,3,1,0,1,0,2,1,1,0,0,0,0,1,0,1,1,0,1,0,0,2,1,2,0,0,2,0,0,3,1,1,0,0,0,2,2,1,0,0,1,0,1,1,2,0,1,1,0,2,0,2,1,2,2,0,3,1,1,1,0,2,3,0,1,0,0,0,0,1,0,3,1,1,1,1,0,2,2,1,0,1,3,1,1,1,1,0,1
0,1,2,0,2,1,2,0,1,1,2,3,3,1,0,1,1,2,1,0,1,0,0,0,2,1,0,2,2,3,1,3,0,0,3,1,1,0,1,1,2,2,0,1,1,0,1,1,0,0,1,0,0,1,1,1,2,0,1,0,0,2,2,0,1,3,2,2,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,2,3,1,1,0,2,2,1,0,3,0,0,1,1,0,0
0,3,1,0,1,2,2,0,1,0,0,1,3,1,0,1,1,2,3,1,1,0,1,1,2,1,0,3,2,2,0,1,2,1,0,1,0,2,0,1,3,0,0,0,0,0,0,2,1,0,1,1,1,1,1,1,2,0,0,2,1,2,2,1,0,3,3,3,1,0,1,1,1,1,0,2,1,1,2,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,2,0,1,0
1,0,1,0,1,2,2,0,2,0,0,2,2,1,0,0,1,2,0,0,1,0,0,0,2,0,0,1,1,2,1,1,0,0,2,1,2,2,1,1,2,1,0,1,1,0,0,2,0,0,1,0,0,0,1,2,0,3,0,2,1,0,0,2,2,2,0,2,2,0,0,1,1,2,1,1,1,1,1,3,1,0,3,1,0,1,0,0,2,1,1,2,0,3,1,1,0,0,0,0
1,3,1,1,0,2,2,0,1,0,0,3,0,2,0,1,3,0,3,1,0,1,1,0,1,0,1,2,0,3,1,1,0,0,0,0,2,2,0,1,1,1,1,1,0,1,2,2,1,0,0,0,0,3,0,1,2,0,1,1,0,0,2,0,0,0,2,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,2,3,0,1,0,0,2,1,1,3,1,0,1,0,1,0
0,3,1,0,2,2,1,0,2,0,1,1,0,1,0,0,1,0,2,1,0,1,1,1,2,0,0,1,1,1,2,3,2,1,3,0,2,1,1,1,0,2,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,2,1,1,1,1,2,1,3,1,3,1,1,0,1,3,1,1,0,1,1,2,1,0,1,2,1,3,0,0,0,2,2,1,1,0,2,0,0,0,1,0,0
1,3,1,0,2,0,1,0,1,0,1,2,0,2,0,1,1,2,2,1,0,0,1,1,2,1,0,3,0,3,2,2,2,0,3,0,2,2,1,1,2,0,1,0,0,1,0,2,1,1,0,0,1,3,0,2,0,3,0,1,1,2,2,0,0,3,3,2,0,1,1,0,2,3,1,1,0,0,1,3,0,2,2,1,2,2,1,1,2,0,1,2,1,3,0,1,1,0,0,0
0,3,2,0,0,0,1,0,1,0,3,1,3,1,2,1,0,0,2,1,0,0,0,0,2,0,1,1,0,0,0,0,2,1,2,1,2,2,1,0,1,2,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,2,0,1,2,2,1,0,0,1,0,0,0,1,1,3,1,1,3,0,0,1,2,0,2,1,1,0,1,0,0,2,2,1,2,1,2,0,0,2,1,0,0
1,3,0,0,0,2,2,0,1,0,1,1,2,1,0,1,1,2,0,1,1,1,1,0,2,1,0,2,0,1,0,0,2,1,3,1,2,2,0,0,2,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,2,1,1,1,0,1,0,2,3,1,1,1,1,0,2,0,0,1,0,1,1,0,1,0,1,1,3,3,0,2,0,3,0,0,1,3,0,1,0,1,0,1
1,3,2,0,2,2,1,0,0,0,1,2,0,1,0,1,2,2,3,0,1,0,0,0,1,1,1,2,0,2,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,3,1,1,1,0,0,2,0,2,0,3,1,0,0,1,3,3,1,0,0,1,0,3,0,1,0,1,0,1,1,0,2,3,0,3,1,1,1,2,2,0,0,0
1,3,1,0,1,2,1,0,1,0,0,3,0,1,0,1,2,2,1,1,1,0,0,1,0,0,1,2,0,1,0,0,1,1,2,0,2,1,0,0,1,2,0,1,1,1,2,1,1,1,0,1,1,2,1,0,0,3,2,1,1,0,0,0,2,0,2,1,0,1,0,0,3,3,0,2,1,0,2,0,1,1,2,0,0,1,1,0,0,1,0,3,0,1,0,0,0,0,1,1
1,1,2,0,0,0,2,0,1,0,0,2,0,1,0,0,1,2,0,0,1,0,0,0,2,0,0,3,0,1,2,3,2,1,1,0,0,1,0,0,3,2,0,0,1,1,1,0,0,0,1,0,2,2,1,0,1,3,1,0,1,2,0,2,2,2,0,0,2,0,1,1,3,2,1,1,1,0,1,3,1,2,0,1,3,3,1,2,2,0,3,1,0,3,0,2,1,1,0,0
0,3,1,1,2,2,2,1,2,0,1,1,0,1,0,1,3,2,0,0,1,1,0,1,2,1,0,3,0,0,0,2,2,0,3,0,1,1,1,0,2,0,0,0,1,1,3,0,0,0,0,1,1,2,1,2,0,0,1,1,0,2,2,2,1,1,1,3,2,1,1,1,2,1,0,0,0,2,1,0,1,2,3,1,2,1,0,3,1,0,0,1,1,3,0,1,2,0,0,0
1,3,1,0,1,2,1,1,1,0,0,2,0,1,0,1,2,2,2,1,1,0,2,1,2,0,0,3,2,2,0,3,2,0,1,0,2,1,2,1,2,2,1,1,1,1,0,2,1,1,1,1,1,3,0,0,2,3,2,1,1,1,0,0,1,3,2,2,2,1,0,1,1,3,1,1,0,2,1,2,1,0,2,1,1,3,0,1,1,3,3,2,1,3,0,0,0,1,0,0
1,3,1,0,2,0,1,1,1,0,2,2,3,1,0,1,2,2,1,1,0,1,0,1,0,0,0,3,0,1,0,2,2,1,2,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,2,1,2,1,3,1,2,2,2,0,0,1,1,3,2,0,1,1,1,2,1,0,2,1,0,0,0,1,2,0,1,0,3,1,0,2,2,0,2,0,3,0,1,0,0,0,0
1,3,1,0,0,1,0,1,1,0,3,1,3,1,0,1,3,2,0,0,1,1,0,0,2,0,0,0,0,1,0,2,1,1,2,0,1,1,1,1,3,2,0,1,1,1,1,1,0,0,0,1,1,0,0,2,1,0,2,1,1,1,0,1,1,0,0,2,2,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,3,3,1,2,0,0,3,3,0,0,0,0,2,1,0,1
0,3,1,0,2,2,2,0,2,0,0,1,1,1,0,1,1,3,2,1,1,1,0,1,0,1,1,1,1,2,1,3,0,1,1,1,2,2,2,0,2,3,1,0,0,1,0,0,0,1,1,0,1,3,1,1,2,2,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,2,1,3,0,0,0,3,1,0,2,0,2,2,1,0,2,2,3,1,1,0,0,0,2,1,1,0
0,2,3,0,1,0,2,0,2,1,0,1,0,1,0,1,1,2,0,0,1,0,2,0,1,1,1,2,0,3,2,3,2,0,1,0,2,2,0,1,2,2,1,0,0,1,2,1,0,0,0,0,1,2,1,0,2,0,0,1,1,1,0,1,0,1,3,1,0,1,1,0,1,0,0,2,0,1,2,2,1,1,0,0,0,1,1,0,0,2,1,1,1,2,0,2,2,0,0,1
1,2,0,0,0,2,2,1,2,0,3,3,0,1,0,1,2,2,0,0,1,0,0,1,1,1,1,3,0,1,0,3,1,1,1,0,0,0,0,0,3,2,0,1,1,1,2,3,0,1,1,1,1,2,0,0,1,0,2,1,1,1,0,1,1,1,1,3,0,1,0,0,2,3,0,1,1,0,0,0,1,2,0,0,1,0,1,1,0,1,3,1,1,2,1,1,2,0,0,0
0,3,0,0,2,2,2,0,2,0,0,3,0,1,0,1,0,2,2,1,0,0,2,1,2,1,0,3,1,3,2,3,1,0,1,0,2,2,2,1,2,2,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,2,0,1,1,0,2,1,3,0,1,0,0,0,1,1,1,0,2,2,3,1,0,3,1,0,1,1,0,1,3,2,2,1,0,0,0,2,0,0,1
0,3,1,0,1,2,2,0,1,0,0,2,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,2,1,0,0,2,1,2,0,1,2,1,0,2,3,0,1,1,1,1,3,1,0,1,0,1,1,0,2,1,3,2,0,1,2,0,1,1,1,2,2,2,1,0,1,3,3,0,2,1,2,0,0,0,2,1,1,0,2,1,0,2,1,3,2,1,2,1,1,0,1,1,0
1,3,1,0,1,0,0,0,1,1,1,2,0,2,0,1,1,2,2,1,0,1,0,0,2,1,1,0,0,3,2,1,1,1,0,0,2,2,2,0,3,1,0,1,0,1,2,1,1,1,0,0,1,1,1,0,1,3,2,0,2,1,0,2,1,2,3,2,2,1,1,0,2,1,1,0,0,0,2,3,0,1,0,1,1,0,1,3,1,1,1,0,0,1,1,2,1,1,1,1
1,3,1,0,0,0,2,0,1,0,0,2,0,2,0,1,1,0,2,0,0,1,0,0,1,0,1,2,0,3,1,3,0,1,1,1,1,0,1,0,3,2,0,0,1,1,3,0,1,0,1,0,0,0,1,2,0,0,1,1,0,2,0,0,1,1,3,3,2,1,1,1,1,3,1,2,1,2,0,2,1,0,1,1,0,3,1,0,2,2,3,2,1,3,1,1,1,0,0,1
1,3,0,0,1,0,0,0,1,0,3,2,0,1,2,1,0,0,0,0,0,0,2,1,0,1,0,2,0,1,2,3,2,1,3,0,1,2,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,2,2,0,2,2,0,1,0,0,3,2,0,2,1,0,1,0,1,2,2,1,1,2,1,3,0,0,3,3,0,0,1,1,0,0,0,1
0,3,1,0,0,2,2,1,2,0,3,1,2,1,0,1,0,0,1,1,1,1,0,1,1,1,1,3,1,1,0,2,2,1,3,0,0,1,0,0,3,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,2,1,0,1,2,0,1,2,1,3,2,3,2,0,0,0,2,3,0,1,0,0,1,2,1,0,0,1,2,1,1,1,1,2,3,0,0,2,0,1,2,0,1,0
0,3,1,0,1,2,1,1,1,0,1,3,0,2,2,0,1,0,3,0,1,0,1,1,2,0,1,2,2,1,0,2,1,0,2,0,0,2,1,1,3,1,0,1,1,1,1,2,0,0,0,0,2,0,1,0,1,2,0,0,2,2,2,2,1,0,2,1,0,0,0,1,1,3,1,2,1,2,1,2,1,2,3,1,0,3,0,0,0,2,1,3,1,2,0,2,2,0,1,0
1,3,0,0,2,0,0,1,0,0,3,2,3,2,1,0,3,0,2,1,1,0,1,0,2,1,0,2,0,3,2,1,2,1,2,0,2,2,0,0,2,1,1,1,1,1,0,2,1,1,1,0,1,0,1,2,2,0,0,1,0,2,2,2,2,0,2,3,1,0,0,1,0,1,1,2,1,1,2,3,1,1,3,1,2,0,1,1,0,1,2,0,0,2,1,1,1,1,1,1
0,3,1,0,0,1,1,1,2,0,0,3,1,1,2,1,1,2,1,1,1,1,2,0,2,1,0,2,1,3,2,0,2,0,3,0,1,1,1,1,3,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,2,0,2,2,0,2,0,2,0,1,3,1,1,1,1,1,0,3,1,2,0,2,0,1,1,2,2,0,0,1,1,0,1,0,0,1,0,2,1,1,1,1,1,0
0,3,1,0,2,0,0,0,2,1,2,3,2,1,1,0,2,2,2,1,1,1,1,0,0,0,1,0,1,2,0,1,2,0,1,0,2,2,2,1,0,0,1,1,1,1,2,1,0,0,1,1,2,1,1,1,2,2,2,1,2,1,0,0,0,2,2,1,1,1,0,0,1,3,0,2,1,0,2,1,0,0,1,0,0,2,1,0,2,0,0,3,1,3,1,0,1,0,1,0
1,0,1,0,0,0,2,1,2,0,2,2,2,1,0,1,2,2,2,1,1,1,1,0,0,1,1,2,0,3,1,1,1,0,0,0,2,0,2,1,3,3,0,0,0,1,2,2,0,1,1,1,0,1,1,1,2,3,1,0,2,1,0,2,0,2,3,0,0,1,1,1,1,2,0,3,1,0,0,2,1,0,2,0,2,0,1,1,2,0,2,3,1,2,1,2,1,1,0,1
1,3,1,0,2,0,2,0,2,0,2,2,1,1,0,1,3,2,0,0,1,0,0,1,2,1,0,2,0,1,2,0,2,1,2,0,2,2,0,0,1,1,1,1,0,0,0,2,0,1,0,0,2,3,1,2,0,1,0,1,0,2,2,2,2,3,1,2,2,1,1,1,3,0,0,2,0,0,1,0,1,2,2,0,0,3,1,0,2,2,2,2,1,3,0,2,2,1,0,1
1,3,1,0,0,2,2,0,0,0,3,2,0,2,0,1,3,0,1,0,1,1,0,1,2,1,1,3,1,1,0,2,1,0,1,0,0,2,0,1,2,0,1,0,1,1,1,3,0,0,0,1,0,1,0,1,2,3,2,1,1,2,1,0,1,3,2,0,0,1,0,0,1,3,0,0,0,1,0,2,0,1,2,0,3,1,0,2,2,1,0,2,0,0,0,2,0,0,1,0
0,3,3,0,2,2,1,0,1,0,1,1,0,1,0,1,3,0,1,0,0,1,1,1,2,1,0,2,0,1,1,3,2,1,3,0,1,2,1,0,1,1,0,1,0,1,3,2,1,0,0,0,0,0,1,1,2,0,1,2,2,2,1,2,1,3,1,1,2,1,1,1,3,0,1,0,1,1,2,3,1,0,0,1,1,0,1,1,2,2,2,2,0,3,1,0,2,0,1,1
1,3,0,0,1,2,1,0,1,0,3,2,0,2,0,1,1,2,3,0,0,1,1,1,1,1,1,2,1,1,0,0,0,0,2,1,2,2,1,1,2,0,1,0,1,0,1,0,0,0,0,1,1,2,1,1,2,2,2,0,0,0,2,0,1,0,2,1,1,0,0,0,3,3,1,2,1,1,0,1,0,1,2,1,3,1,0,0,0,2,3,0,1,0,1,1,2,1,1,0
1,0,1,0,0,2,2,1,2,0,1,2,0,1,0,1,0,1,1,1,0,1,0,1,2,1,0,2,0,3,2,3,1,1,1,0,1,0,1,0,1,2,1,1,0,1,1,3,1,0,0,0,1,1,0,1,1,2,2,1,2,1,1,2,1,3,3,3,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,2,0,0,1,2,2,3,1,1,0,1,1,1,1,1,1
0,2,1,0,0,2,2,0,2,1,3,1,0,2,0,1,2,2,3,1,1,0,0,1,2,1,0,0,0,3,2,3,2,0,1,0,0,2,0,1,1,3,1,0,1,1,1,0,0,0,1,0,2,1,1,1,2,0,1,2,0,1,0,1,0,1,1,2,0,1,0,1,1,3,0,3,1,0,1,2,1,2,3,1,1,2,1,1,1,1,3,3,1,2,1,0,2,0,0,1
1,3,3,0,1,2,2,0,2,0,2,1,0,1,0,1,1,2,3,0,1,1,0,1,2,1,0,3,0,1,0,0,2,0,2,0,2,2,0,1,2,2,1,1,0,0,3,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,0,1,3,2,0,2,1,0,0,3,0,0,1,0,0,0,3,1,2,0,1,3,3,0,0,1,3,1,2,1,3,0,2,0,1,1,0
1,2,2,0,2,2,1,1,0,1,0,3,3,2,0,1,0,1,3,0,0,1,1,0,0,0,1,0,1,1,0,3,2,0,1,0,1,1,0,1,2,3,0,1,1,1,1,2,0,0,0,0,1,3,0,1,2,2,1,1,1,0,2,0,2,2,2,0,2,1,0,1,1,1,1,2,0,1,1,3,0,2,0,1,1,3,1,3,0,1,1,3,0,1,1,2,1,0,1,1
0,2,1,0,1,0,2,1,1,0,0,1,0,1,0,1,1,1,2,1,1,1,2,1,0,0,0,3,1,0,1,3,1,1,1,0,1,1,1,0,0,2,1,0,1,0,2,3,0,0,1,0,0,3,1,1,2,3,2,1,2,1,0,2,0,0,3,2,2,0,1,1,2,2,1,0,0,0,0,2,1,0,1,1,2,3,0,1,2,3,3,1,1,1,0,1,1,1,1,0
0,3,1,0,1,2,1,0,1,0,0,3,2,1,1,0,1,0,0,0,1,0,0,0,0,1,1,2,0,2,2,0,2,0,3,0,2,2,1,1,1,3,0,0,1,1,2,3,0,1,0,0,0,2,1,2,0,3,2,0,1,2,1,0,1,1,3,2,2,1,1,0,1,3,1,2,1,2,0,3,0,0,2,0,2,3,0,0,0,1,1,3,0,0,0,2,0,1,1,1
1,2,3,1,0,2,2,0,1,0,2,2,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,2,3,1,3,2,0,3,0,0,0,0,1,3,1,1,1,0,1,1,2,1,0,0,0,2,0,1,0,1,0,1,1,0,1,0,0,1,0,2,1,2,1,0,1,1,1,0,0,1,1,1,2,1,0,0,0,2,3,0,1,0,1,1,3,1,1,0,0,2,0,0,1
