X8,X10,X12,X15,X34,X38,X44,X45,X54,X55,X57,X62,X70,X76,X3,X11,X16,X17,X20,X63,X67,X78,X2,X4,X27,X43,X50,X13,X21,X25,X31,X39,X53,X19,X22,X36,X48,X73,X68,X71,X33,X58,X75,X1,X29,X41,X61,X26,X28,X65,X66,X24,X35,X77,X14,X32,X51,X79,X18,X46,X47,X49,X64,X7,X37,X56,X59,X80,X5,X6,X40,X42,X52,X9,X60,X69,X72,X74,X23,X30
1,0,1,0,3,0,0,1,1,0,0,3,0,0,0,2,0,2,0,1,2,1,2,2,2,1,3,3,1,0,1,1,1,0,0,0,2,2,1,0,0,0,2,1,3,0,1,3,1,3,0,1,0,0,3,3,0,2,0,1,3,0,1,1,3,3,1,0,2,1,1,0,1,0,2,2,1,1,2,1
1,1,1,2,1,0,1,1,0,2,0,2,1,3,1,1,0,1,0,1,0,1,2,3,2,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,2,2,0,3,2,1,0,0,1,0,0,2,0,2,0,0,1,0,1,1,2,0,1,0,2,1,0,2,1,0,0,1,2,1,2,3,1,1,2
0,1,1,2,1,0,0,0,1,2,0,3,2,3,1,1,1,1,3,0,1,0,0,0,2,1,3,0,1,1,3,0,1,0,0,0,1,1,0,0,1,3,3,1,2,0,1,2,1,3,1,0,1,3,0,1,1,0,2,1,2,3,0,1,1,3,0,1,1,0,1,1,0,3,3,1,3,1,1,2
1,0,1,0,2,0,1,1,0,1,0,2,0,0,0,1,1,2,1,1,1,0,2,0,0,0,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,3,3,2,2,3,1,0,1,1,1,1,0,1,0,2,1,3,1,1,0,3,0,2,2,0,0,0,3,2,1,2,1,3,3,1,3,0,1,2
1,1,1,2,2,0,0,1,2,1,0,3,1,2,1,1,0,1,1,0,0,0,0,3,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,2,3,0,1,1,0,0,1,0,0,3,0,0,1,0,1,2,2,1,1,1,1,1,1,3,0,2,2,1,3,2,1,1,0,2,3
1,1,1,2,0,0,0,1,1,1,0,0,2,2,0,1,0,0,3,2,1,0,3,3,0,1,0,3,1,0,2,1,0,2,0,0,0,2,1,0,1,3,0,0,2,1,1,1,1,2,0,1,1,0,3,3,1,2,0,1,3,0,0,0,0,2,0,1,2,2,2,1,1,0,2,0,3,0,2,1
1,1,1,1,2,0,0,0,1,2,0,3,2,2,0,2,0,2,2,1,0,0,2,3,1,0,1,3,0,1,1,0,1,1,1,0,0,2,0,0,1,0,2,0,2,0,0,2,1,1,0,0,0,0,3,2,0,1,2,0,3,3,0,0,3,0,1,0,1,1,1,2,1,1,2,1,1,0,1,1
1,0,1,2,1,2,0,0,0,1,0,3,2,0,0,2,3,1,1,1,0,1,0,1,1,0,1,0,0,1,2,0,0,2,1,0,0,0,0,1,1,0,2,0,2,2,0,2,0,2,1,0,0,1,3,3,1,1,1,1,3,0,0,2,3,0,1,0,1,1,1,1,0,2,2,2,2,0,2,2
0,1,1,0,0,0,0,1,1,1,0,2,0,2,2,1,1,3,2,2,1,0,1,2,1,0,2,3,0,1,0,0,0,1,1,0,0,0,1,1,0,2,2,2,2,3,1,3,0,1,1,0,2,3,2,1,0,2,0,1,2,2,1,1,3,2,1,0,0,1,1,0,1,3,1,2,2,1,1,3
1,1,1,0,3,0,1,1,0,0,0,3,2,3,1,0,0,1,1,1,2,1,2,2,2,0,2,1,1,0,2,0,1,0,0,1,2,2,0,1,1,3,1,2,2,2,1,3,1,0,0,1,2,0,1,1,0,0,0,0,0,0,1,2,1,3,1,0,2,1,2,0,1,1,1,1,3,1,1,0
1,0,1,1,2,0,0,0,1,2,0,1,2,3,2,1,3,0,0,1,1,1,3,3,0,1,1,1,1,0,1,1,1,2,0,1,1,1,1,1,0,2,2,0,0,2,1,0,0,1,1,0,1,0,2,3,0,3,0,1,2,1,1,2,0,2,1,1,2,0,2,2,1,0,1,2,2,1,0,2
1,1,1,0,3,0,1,0,0,1,0,0,2,0,2,1,2,1,1,2,0,1,1,1,2,0,1,3,0,1,2,1,0,2,1,1,2,1,1,1,0,1,0,0,0,1,1,3,1,3,1,1,0,3,1,0,0,0,2,1,3,0,1,2,1,2,1,1,2,1,0,2,1,3,2,2,1,0,1,2
1,1,1,0,1,0,1,0,3,1,0,2,0,2,0,2,0,3,0,2,1,0,3,3,0,1,0,3,1,0,0,0,1,2,1,0,0,0,1,1,1,0,1,2,0,2,1,2,1,2,0,1,0,0,3,1,1,3,1,0,3,0,0,0,3,3,1,0,2,1,0,0,1,2,2,1,2,0,1,2
1,0,1,0,1,0,1,1,0,0,0,3,0,2,2,1,3,2,3,2,2,0,0,3,1,1,0,1,1,1,2,1,0,2,0,0,1,0,1,1,0,0,2,2,2,3,0,2,1,2,1,1,2,3,0,0,0,1,0,1,1,3,0,0,0,2,0,0,2,2,1,1,1,2,2,1,1,1,1,2
1,0,1,2,1,3,1,0,0,0,0,2,0,0,2,2,2,2,1,1,0,1,1,1,1,0,0,3,0,0,2,1,1,1,1,0,0,2,1,0,0,0,2,2,0,2,0,0,0,3,1,0,1,3,1,2,0,2,2,1,1,1,0,1,2,2,0,0,2,0,1,1,1,0,2,0,1,1,0,2
1,1,1,2,1,2,0,0,1,2,0,0,2,2,0,1,2,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,2,0,0,2,1,1,1,0,1,3,2,1,0,1,0,1,2,1,0,2,3,0,1,0,2,0,1,2,3,1,0,0,1,0,1,3,0,0,2,0,2,3,1,3,1,0,3
1,1,1,2,1,0,0,0,3,0,0,3,0,3,0,1,2,3,0,2,0,1,1,0,1,1,1,1,1,0,3,0,1,0,0,0,1,0,1,0,1,0,3,1,2,2,1,3,0,3,0,0,2,1,0,0,0,1,0,0,1,3,0,1,0,1,0,1,3,2,2,0,1,0,1,0,0,1,2,0
0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,2,2,2,0,2,0,0,1,0,1,0,3,0,0,1,3,1,0,2,1,1,2,2,1,0,0,1,1,2,1,0,1,3,1,0,0,1,2,0,1,1,1,1,2,1,2,0,1,2,0,3,1,1,0,0,1,2,1,3,3,1,0,0,2,2
1,0,1,1,1,0,1,0,2,1,0,2,2,3,1,2,0,0,3,0,0,1,3,0,0,1,0,0,1,0,2,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,2,0,3,0,1,1,0,1,3,1,2,0,1,1,0,1,1,3,3,1,1,1,0,1,2,1,1,0,2,2,0,2,1
0,1,1,0,1,0,1,0,0,2,0,3,2,3,2,2,1,1,1,2,2,1,1,2,2,0,3,2,0,1,1,0,1,1,0,0,2,0,0,1,1,0,3,2,2,3,1,2,1,3,1,1,1,3,2,2,1,3,1,0,0,2,0,2,3,2,0,0,3,2,0,2,0,1,0,1,3,1,2,0
1,1,1,2,3,0,1,0,0,1,0,2,0,3,2,1,2,2,2,1,1,0,0,3,1,0,3,0,0,0,1,1,1,1,0,1,0,2,1,0,0,1,1,0,0,0,1,3,1,3,0,1,2,0,1,3,1,2,2,0,1,0,0,0,0,2,1,1,1,0,1,0,1,1,3,1,0,1,2,3
1,0,0,2,3,0,0,0,2,1,0,3,1,2,2,1,0,1,3,2,1,0,1,3,1,1,3,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,2,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,1,3,1,0,1,0,2,0,1,1,0,2,2,1,0,1
1,1,1,1,1,2,1,0,2,1,0,3,1,0,0,2,2,1,3,1,2,1,0,3,1,1,3,1,1,1,3,0,1,2,1,1,0,0,0,1,1,0,3,2,0,0,1,0,0,2,1,1,0,3,0,1,1,3,1,0,0,3,0,1,3,0,0,1,3,2,0,2,0,2,2,1,1,1,1,1
1,1,1,2,3,0,0,1,1,0,0,2,0,3,2,2,3,3,0,1,0,1,1,1,1,1,0,3,1,1,1,0,0,2,0,0,0,0,1,1,0,1,2,2,1,3,1,0,1,1,1,1,0,3,0,2,1,1,1,1,0,3,1,2,3,1,1,0,0,1,1,2,1,3,3,0,3,1,1,0
1,1,1,0,0,2,1,0,3,2,0,2,1,2,1,1,3,1,0,1,1,0,1,2,1,0,1,3,0,0,3,0,0,1,0,0,0,2,0,0,0,3,3,0,0,1,1,2,1,2,1,0,2,3,0,0,0,3,0,0,3,3,1,0,2,0,0,0,0,2,1,2,1,0,3,1,3,0,0,0
1,1,0,2,3,0,0,0,1,2,0,3,0,2,0,1,2,3,2,0,0,0,3,3,1,0,3,3,1,0,1,0,0,2,0,1,0,0,1,1,0,0,0,1,1,2,1,0,0,2,1,0,2,3,0,0,0,1,0,1,0,0,0,2,2,3,1,1,2,1,2,2,1,0,1,0,2,0,0,1
1,1,1,2,0,0,0,1,2,2,0,2,0,2,0,1,2,1,1,2,0,0,0,0,1,0,0,1,0,0,2,1,0,2,1,0,1,0,1,1,0,1,1,2,2,3,1,2,0,0,1,1,2,3,1,3,1,3,0,1,2,0,0,1,2,2,1,0,3,0,0,2,1,1,0,2,1,1,1,2
0,1,1,0,1,0,1,0,2,2,0,1,0,3,2,2,0,2,3,0,2,0,1,2,1,1,3,2,1,0,1,0,0,0,0,1,0,2,0,0,0,0,1,2,3,3,1,1,1,3,0,1,0,3,0,1,1,1,1,0,0,3,0,2,1,2,0,0,2,2,0,0,1,1,2,0,0,0,2,1
1,1,1,2,1,0,1,0,0,0,0,3,0,3,0,2,1,3,3,1,1,1,1,0,2,1,1,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,2,0,2,3,0,0,0,2,1,0,1,2,2,1,0,3,2,1,1,3,0,1,0,2,0,0,0,0,0,1,1,3,2,1,0,1,1,1
0,0,0,2,2,0,1,1,2,2,0,3,1,3,1,0,0,0,0,0,0,1,3,3,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,1,2,0,0,0,1,2,0,0,0,0,1,3,0,0,0,0,1,0,0,2,1,2,1,0,2,0,0,2,1,1,2,2,1,1,0,0
0,1,0,0,1,0,1,0,3,1,0,3,0,0,0,0,1,3,0,1,0,0,3,0,2,1,2,1,1,1,1,0,0,2,0,0,1,0,1,0,0,0,3,2,3,1,0,3,1,1,1,0,0,3,2,0,0,3,0,1,1,1,0,0,2,2,0,0,2,2,1,2,1,1,2,1,2,0,0,1
1,0,1,0,1,2,0,1,2,1,0,2,2,0,2,2,1,1,3,1,1,1,2,2,2,0,3,3,1,1,1,0,1,2,1,1,1,2,1,0,1,0,3,0,0,2,1,1,0,2,1,1,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,2,2,1,1,1,0,0,1,2,0
1,0,1,1,1,0,1,0,1,1,0,3,2,3,1,2,0,2,3,2,1,1,2,0,2,1,3,3,1,0,3,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2,1,1,0,1,0,0,0,3,3,2,0,1,0,0,0,0,0,2,3,3,0,0,1,2,0,1,1,2,3,1,3,1,0,0
1,1,1,2,0,0,1,1,0,2,0,2,0,2,0,0,2,3,2,2,0,0,3,3,0,0,0,3,0,0,0,0,1,2,0,1,0,2,0,0,0,3,2,0,3,0,1,3,1,2,1,1,0,1,3,2,1,3,1,0,3,0,1,0,1,0,1,1,2,0,0,1,0,0,1,1,2,0,0,1
0,0,1,0,1,0,0,0,0,2,0,2,2,3,0,2,0,0,2,2,1,1,3,3,0,0,2,3,0,0,2,0,0,2,0,1,2,1,1,0,1,0,0,1,2,3,0,3,1,0,1,1,1,1,1,1,1,3,2,1,2,3,0,0,2,2,1,0,2,1,1,1,1,0,2,0,3,1,0,1
1,1,1,0,1,0,1,1,2,1,0,3,0,0,2,2,0,1,0,1,2,0,2,0,0,1,0,3,1,0,0,1,0,2,0,0,2,2,0,0,0,0,3,0,3,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,2,0,1,0,3,1,1,1,1,1,2,1,2,3,0,3,0,1,1
0,1,1,0,1,2,1,0,3,2,0,3,2,2,0,0,2,0,0,1,2,0,3,2,2,1,2,3,1,0,3,0,1,2,0,0,0,2,1,1,1,1,0,1,2,1,1,0,0,0,1,1,0,2,0,3,1,1,1,0,0,1,0,1,0,0,0,0,2,2,1,0,1,1,2,1,2,1,1,1
1,1,1,0,0,0,1,0,2,0,0,3,0,3,2,1,2,2,3,1,2,1,1,2,0,1,3,0,1,1,1,0,0,2,0,0,2,1,1,0,0,0,2,2,2,0,1,0,0,2,1,0,1,3,1,3,0,1,2,0,1,0,0,1,0,0,0,1,3,2,0,0,0,0,2,2,2,1,2,3
0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2,3,1,0,1,0,3,0,1,0,2,1,1,1,2,0,0,2,0,1,0,2,0,0,1,3,3,0,0,1,1,2,0,0,1,1,0,3,1,1,1,2,1,1,3,2,0,0,1,3,1,0,2,0,0,2,1,3,2,2,3,0,1,0
1,1,1,0,1,2,0,0,0,2,0,0,2,2,0,2,3,1,3,1,1,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,2,0,2,0,1,1,0,1,3,1,1,0,1,1,0,0,1,2,3,0,1,1,2,1,1,0,1,2,1,1,1,0,1
1,1,0,0,3,0,0,1,3,2,0,3,0,3,0,0,0,2,0,1,2,1,1,3,2,1,3,3,1,0,3,0,1,0,0,0,1,0,1,1,0,1,2,0,2,2,0,1,0,3,0,1,0,1,3,0,1,1,1,1,0,1,1,2,0,2,1,1,1,1,2,2,1,0,3,2,3,1,2,2
1,0,1,2,0,0,0,0,2,1,0,1,0,2,1,2,1,3,1,1,0,0,1,3,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,2,3,1,0,1,2,1,0,0,3,3,2,0,2,0,1,2,1,1,1,1,1,1,0,3,1,2,0,1,3,2,1,0,0,2,1
1,1,1,2,0,2,0,1,2,2,0,3,0,0,0,2,0,2,1,1,0,1,1,3,2,0,3,2,1,0,2,1,1,0,0,0,0,2,1,0,0,2,0,2,0,0,0,0,1,2,1,0,0,3,3,1,0,3,0,1,3,2,0,1,1,2,0,0,1,2,1,0,1,2,1,2,1,1,2,0
1,1,1,0,1,2,0,1,2,1,0,2,0,2,1,1,3,2,3,1,1,0,1,2,1,1,3,3,1,1,1,1,0,2,0,1,2,1,1,0,0,3,0,0,0,1,1,1,1,2,1,1,2,3,0,1,0,1,2,1,2,3,0,1,0,1,0,0,3,0,2,2,0,3,3,2,0,0,2,3
0,0,1,2,3,0,1,0,2,1,0,1,0,0,2,2,0,2,0,2,1,1,2,0,0,0,1,3,0,0,0,1,0,0,0,1,1,1,0,0,1,3,1,2,2,2,1,0,1,0,1,1,0,3,1,0,1,1,1,1,0,0,1,2,2,3,0,1,1,2,0,2,0,1,1,2,1,0,2,2
1,1,1,0,1,0,0,1,3,1,0,1,0,2,0,1,2,2,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,1,1,0,2,1,0,1,1,1,2,2,2,0,0,0,2,1,0,2,3,1,2,0,3,2,0,0,1,0,1,3,3,1,1,1,1,1,2,0,3,1,1,0,0,2,0
1,1,0,0,0,0,1,1,2,0,0,2,2,2,2,1,1,0,0,1,1,0,0,3,0,1,1,0,0,1,1,0,0,2,0,1,0,2,1,0,1,1,2,2,2,0,1,3,1,0,0,1,2,3,0,1,0,0,0,0,2,0,0,1,0,2,1,0,1,0,2,1,1,2,2,1,2,1,0,1
1,1,0,2,1,0,0,0,1,0,0,2,1,2,0,1,0,0,2,2,0,0,2,3,1,0,3,3,0,1,0,0,1,2,0,1,0,2,1,0,0,0,2,2,0,0,0,1,0,2,0,1,0,0,1,1,0,3,2,1,0,2,0,1,2,1,0,0,1,2,2,0,1,1,3,0,1,0,0,3
1,1,1,0,0,0,1,0,0,1,0,2,2,2,2,1,0,0,3,1,1,0,1,3,0,1,3,1,1,0,2,1,0,2,0,0,0,2,0,0,1,0,0,1,2,1,0,1,1,1,0,0,2,0,1,2,1,3,2,0,0,3,1,1,1,2,0,1,0,2,1,0,0,3,3,0,2,1,2,3
0,0,0,2,1,0,0,0,0,1,0,2,0,3,0,0,2,2,0,1,2,1,1,2,0,1,2,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,2,3,1,3,1,3,0,1,1,0,1,1,0,1,1,1,0,1,0,2,0,1,1,1,3,1,2,2,0,1,1,1,2,0,0,0
0,0,1,2,1,2,0,0,2,0,0,2,1,0,0,1,3,0,3,1,0,0,3,3,2,0,3,3,1,1,2,1,1,2,0,0,0,2,1,0,1,1,2,0,2,2,0,0,0,3,1,0,1,1,0,0,0,3,0,0,0,2,0,1,2,3,0,0,1,2,1,2,1,0,0,2,2,1,0,0
0,0,1,2,0,0,1,0,2,1,0,0,0,2,0,1,0,2,1,1,2,0,0,3,1,0,3,2,0,0,2,0,0,1,1,1,0,2,0,0,1,0,2,0,2,1,1,2,0,2,0,0,0,3,3,0,0,2,0,1,1,2,1,0,0,1,0,0,3,0,2,2,1,3,2,0,1,1,2,1
1,0,1,2,1,0,0,0,0,0,0,2,0,2,1,2,2,3,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,2,0,2,0,0,1,1,2,1,1,1,1,1,1,1,3,3,0,2,2,0,1,1,1,1,0,1,1,3,3,2,1,0,2,0
0,1,1,2,1,2,1,0,0,1,0,3,0,2,0,2,3,2,1,1,2,0,1,1,1,0,0,1,0,1,2,0,1,0,1,0,1,1,1,0,0,1,0,2,0,3,0,1,0,2,0,0,0,3,3,3,0,1,0,0,2,2,0,1,2,2,1,0,0,1,0,2,1,1,1,1,1,0,2,0
1,1,1,2,1,2,0,0,2,0,0,3,1,2,0,2,0,1,3,0,1,0,0,2,1,1,3,1,1,1,3,0,0,0,0,1,1,1,1,0,0,0,3,0,1,3,1,3,1,0,0,1,1,0,2,0,0,0,0,1,1,1,1,2,0,2,0,1,1,2,2,2,0,3,3,2,1,0,1,1
0,1,1,1,0,0,1,0,0,0,0,3,0,0,0,2,1,3,2,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,3,1,2,0,1,2,1,0,1,1,1,3,2,1,0,0,1,0,2,3,1,1,3,2,0,0,3,2,0,2,1,1,2,1,2,0,1,0
0,0,1,0,2,0,1,1,2,2,0,1,0,0,0,2,2,3,3,1,1,0,3,3,0,0,3,3,0,0,3,1,0,1,0,1,1,1,1,1,0,0,0,0,3,1,1,1,1,0,0,1,2,3,0,1,1,3,1,1,0,3,1,2,0,3,1,1,0,1,2,0,0,3,3,2,2,1,1,1
1,1,0,0,1,0,1,0,1,1,0,3,1,2,1,0,0,2,2,0,0,0,1,3,2,0,2,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,3,2,0,0,1,3,0,0,0,1,1,0,0,2,0,1,0,0,0,2,0,2,0,1,1,1,3,1,2,1,0,3,1,2,1,0,0,0
1,0,1,0,0,2,1,0,2,2,0,2,2,2,0,2,2,2,3,1,1,0,1,2,1,1,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,3,0,1,0,3,0,0,1,3,1,1,0,1,2,1,1,3,1,0,3,0,0,2,3,2,0,1,2,0,2,2,0,0,2,0,1,0,1,0
1,1,0,0,0,2,0,1,2,1,0,2,2,2,1,0,0,0,3,1,0,0,2,3,2,1,2,1,0,1,1,1,1,0,0,1,1,2,0,0,0,0,1,1,0,3,1,1,0,3,0,0,2,0,1,0,0,2,0,1,1,3,1,2,1,2,0,1,1,2,0,1,0,1,3,2,2,0,2,1
1,1,1,2,1,0,0,0,1,2,0,3,0,3,0,0,2,2,3,0,0,1,1,3,2,1,0,2,1,0,2,1,1,2,0,0,1,1,1,0,1,1,2,2,2,0,1,0,1,1,1,0,0,0,3,3,0,3,2,1,2,1,0,2,2,1,0,1,2,2,1,2,0,0,3,0,0,1,2,1
1,1,1,2,1,0,0,0,3,1,0,3,1,3,0,2,2,1,0,1,1,1,0,3,2,0,2,3,0,1,0,0,1,1,1,0,0,2,1,0,1,0,1,0,2,3,1,0,1,2,1,0,0,1,3,2,0,3,2,1,0,0,0,2,3,3,1,1,1,0,2,2,1,2,3,0,1,1,1,2
1,1,1,0,0,0,0,0,0,1,0,2,0,3,2,1,0,1,1,0,1,0,1,2,1,0,1,2,0,1,3,0,0,0,1,0,2,1,1,1,0,0,0,1,1,0,1,3,1,0,0,1,1,0,2,2,1,2,2,1,3,3,1,0,3,0,0,0,1,0,1,1,1,0,3,0,3,0,0,1
1,1,0,1,0,0,1,0,1,0,0,2,2,2,1,0,1,0,3,2,0,0,3,3,2,1,0,1,1,0,2,0,1,2,0,0,0,2,1,0,0,0,1,1,3,0,1,2,1,3,1,0,0,3,3,0,0,3,2,1,1,2,0,0,3,0,0,0,2,2,0,0,1,0,2,1,3,1,2,2
1,0,1,0,1,0,0,0,2,0,0,3,0,3,0,1,3,2,3,0,2,1,2,3,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,2,3,1,3,1,2,1,1,1,3,3,0,1,2,2,0,1,0,0,2,3,2,1,0,2,0,2,2,0,0,1,0,0,1,0,1
1,1,1,2,1,0,0,0,1,1,0,3,2,2,2,2,2,0,0,2,2,0,3,2,2,1,3,2,1,1,1,0,1,0,1,1,0,2,1,0,1,1,2,0,2,0,1,2,1,2,1,0,2,2,1,2,1,1,2,0,3,0,0,2,0,2,1,0,0,1,0,2,1,3,3,1,1,0,2,0
0,1,1,0,1,0,0,0,3,0,0,0,0,3,2,2,3,3,0,2,0,1,1,0,1,1,1,0,1,0,3,1,0,0,0,1,1,1,1,1,1,0,1,2,2,1,0,1,1,2,1,0,1,3,0,0,0,2,0,1,2,3,1,1,2,2,1,0,2,0,2,0,1,2,2,0,1,1,0,2
0,1,1,1,2,2,0,0,2,0,0,2,0,2,2,2,0,1,1,1,1,0,2,2,1,0,0,3,0,1,3,1,0,2,0,1,0,2,0,0,1,3,0,2,2,2,1,0,0,3,0,1,1,0,3,1,1,1,0,0,3,0,0,2,3,2,1,0,1,1,2,1,1,2,1,0,2,1,0,0
1,0,1,2,1,2,0,1,0,1,0,3,1,2,0,1,3,0,2,1,0,0,0,3,0,0,3,3,0,0,2,1,0,0,0,1,0,2,1,1,0,0,2,2,3,1,1,1,0,2,1,0,2,2,2,2,0,2,1,1,0,1,0,0,2,0,0,1,2,0,1,0,0,3,2,2,1,0,0,1
1,0,1,2,1,2,0,1,0,2,0,3,2,2,0,1,3,1,2,2,0,0,2,2,1,0,2,3,0,1,2,1,1,2,0,1,0,2,0,1,0,0,3,2,2,3,1,0,1,1,1,1,2,3,0,0,1,1,2,1,0,3,0,2,3,2,0,1,2,2,1,2,1,2,2,2,3,0,0,0
1,1,1,2,1,0,0,0,1,1,0,2,2,3,0,2,0,1,2,0,0,1,1,0,2,1,2,1,1,1,3,0,1,0,0,1,1,0,1,1,1,2,1,0,2,3,1,3,1,1,1,0,1,2,0,0,0,2,0,0,0,0,1,2,1,3,0,0,2,2,2,0,1,0,1,1,2,1,2,1
